scenario_id,label,category,timestamp_utc,timestamp_unix,relative_s,bytes,cnt,duUeIndex
L1,rlf_cycle_clean_channel,rlf_cycle,2026-04-01T16:37:06.000000Z,1775061426.0,88.0,2995417,48,0
L1,rlf_cycle_clean_channel,rlf_cycle,2026-04-01T16:37:07.000000Z,1775061427.0,89.0,3288331,51,0
L1,rlf_cycle_clean_channel,rlf_cycle,2026-04-01T16:37:09.000000Z,1775061429.0,91.0,4315730,78,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:10.000000Z,1775119990.0,1.0,467,18,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:13.000000Z,1775119993.0,4.0,1044,5,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:14.000000Z,1775119994.0,5.0,1530,20,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:15.000000Z,1775119995.0,6.0,497,25,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:16.000000Z,1775119996.0,7.0,2930,33,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:17.000000Z,1775119997.0,8.0,12716766,32,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:18.000000Z,1775119998.0,9.0,2331458,34,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:19.000000Z,1775119999.0,10.0,2257340,33,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:20.000000Z,1775120000.0,11.0,7407507,34,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:21.000000Z,1775120001.0,12.0,23100000,33,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:22.000000Z,1775120002.0,13.0,16365338,29,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:23.000000Z,1775120003.0,14.0,22400000,32,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:24.000000Z,1775120004.0,15.0,24500000,35,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:25.000000Z,1775120005.0,16.0,25900000,37,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:26.000000Z,1775120006.0,17.0,13899471,31,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:28.000000Z,1775120008.0,19.0,38457820,66,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:29.000000Z,1775120009.0,20.0,3679382,32,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:30.000000Z,1775120010.0,21.0,18900000,27,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:31.000000Z,1775120011.0,22.0,13300000,19,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:32.000000Z,1775120012.0,23.0,19955765,36,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:33.000000Z,1775120013.0,24.0,4090089,36,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:34.000000Z,1775120014.0,25.0,25900000,37,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:35.000000Z,1775120015.0,26.0,21000000,30,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:36.000000Z,1775120016.0,27.0,3255207,32,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:37.000000Z,1775120017.0,28.0,11469877,33,0
S1,cell_edge_cw_interference,steady_impairment,2026-04-02T08:53:38.000000Z,1775120018.0,29.0,19408,24,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:29.000000Z,1775060969.0,0.0,291,12,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:30.000000Z,1775060970.0,1.0,102,4,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:31.000000Z,1775060971.0,2.0,451612,57,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:32.000000Z,1775060972.0,3.0,1006575,82,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:33.000000Z,1775060973.0,4.0,962142,83,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:34.000000Z,1775060974.0,5.0,963924,76,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:35.000000Z,1775060975.0,6.0,951475,76,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:37.000000Z,1775060977.0,8.0,1865397,156,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:38.000000Z,1775060978.0,9.0,951448,77,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:39.000000Z,1775060979.0,10.0,1030164,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:40.000000Z,1775060980.0,11.0,950866,78,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:41.000000Z,1775060981.0,12.0,947705,80,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:42.000000Z,1775060982.0,13.0,977722,80,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:43.000000Z,1775060983.0,14.0,987685,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:44.000000Z,1775060984.0,15.0,931294,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:45.000000Z,1775060985.0,16.0,1009081,77,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:46.000000Z,1775060986.0,17.0,982456,73,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:47.000000Z,1775060987.0,18.0,901535,64,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:48.000000Z,1775060988.0,19.0,982919,68,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:49.000000Z,1775060989.0,20.0,977039,67,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:50.000000Z,1775060990.0,21.0,917772,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:51.000000Z,1775060991.0,22.0,909640,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:53.000000Z,1775060993.0,24.0,1981448,151,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:54.000000Z,1775060994.0,25.0,974353,77,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:55.000000Z,1775060995.0,26.0,1015596,73,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:56.000000Z,1775060996.0,27.0,1004894,67,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:57.000000Z,1775060997.0,28.0,935799,64,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:58.000000Z,1775060998.0,29.0,945151,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:29:59.000000Z,1775060999.0,30.0,986033,73,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:00.000000Z,1775061000.0,31.0,909093,64,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:01.000000Z,1775061001.0,32.0,977224,65,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:02.000000Z,1775061002.0,33.0,1062064,43,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:03.000000Z,1775061003.0,34.0,946952,66,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:04.000000Z,1775061004.0,35.0,981562,71,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:05.000000Z,1775061005.0,36.0,921766,69,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:06.000000Z,1775061006.0,37.0,1184863,47,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:07.000000Z,1775061007.0,38.0,910402,55,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:09.000000Z,1775061009.0,40.0,1888392,143,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:10.000000Z,1775061010.0,41.0,1040907,65,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:11.000000Z,1775061011.0,42.0,1014924,69,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:12.000000Z,1775061012.0,43.0,1019919,63,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:13.000000Z,1775061013.0,44.0,970171,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:14.000000Z,1775061014.0,45.0,910929,58,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:15.000000Z,1775061015.0,46.0,1160270,62,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:17.000000Z,1775061017.0,48.0,1133867,80,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:18.000000Z,1775061018.0,49.0,939909,73,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:19.000000Z,1775061019.0,50.0,971099,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:20.000000Z,1775061020.0,51.0,1009998,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:21.000000Z,1775061021.0,52.0,1063779,77,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:22.000000Z,1775061022.0,53.0,945819,78,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:23.000000Z,1775061023.0,54.0,934869,67,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:24.000000Z,1775061024.0,55.0,986470,66,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:26.000000Z,1775061026.0,57.0,1894174,152,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:27.000000Z,1775061027.0,58.0,926454,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:28.000000Z,1775061028.0,59.0,883749,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:29.000000Z,1775061029.0,60.0,920123,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:30.000000Z,1775061030.0,61.0,972194,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:31.000000Z,1775061031.0,62.0,1008194,84,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:32.000000Z,1775061032.0,63.0,945420,73,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:33.000000Z,1775061033.0,64.0,997013,81,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:34.000000Z,1775061034.0,65.0,1014854,81,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:35.000000Z,1775061035.0,66.0,969249,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:36.000000Z,1775061036.0,67.0,961877,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:37.000000Z,1775061037.0,68.0,944917,78,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:38.000000Z,1775061038.0,69.0,1010457,75,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:39.000000Z,1775061039.0,70.0,951597,71,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:40.000000Z,1775061040.0,71.0,971359,63,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:42.000000Z,1775061042.0,73.0,1833829,143,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:43.000000Z,1775061043.0,74.0,990896,80,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:44.000000Z,1775061044.0,75.0,1028663,82,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:45.000000Z,1775061045.0,76.0,975042,71,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:46.000000Z,1775061046.0,77.0,926639,76,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:47.000000Z,1775061047.0,78.0,970262,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:48.000000Z,1775061048.0,79.0,894638,61,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:49.000000Z,1775061049.0,80.0,1113148,54,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:50.000000Z,1775061050.0,81.0,1150483,70,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:51.000000Z,1775061051.0,82.0,1054231,73,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:52.000000Z,1775061052.0,83.0,980278,76,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:53.000000Z,1775061053.0,84.0,1046841,76,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:54.000000Z,1775061054.0,85.0,978805,75,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:55.000000Z,1775061055.0,86.0,1002584,68,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:56.000000Z,1775061056.0,87.0,976035,68,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:58.000000Z,1775061058.0,89.0,2058737,128,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:30:59.000000Z,1775061059.0,90.0,990047,75,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:00.000000Z,1775061060.0,91.0,1027023,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:01.000000Z,1775061061.0,92.0,933121,75,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:02.000000Z,1775061062.0,93.0,902212,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:03.000000Z,1775061063.0,94.0,1104183,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:04.000000Z,1775061064.0,95.0,930046,67,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:05.000000Z,1775061065.0,96.0,919380,73,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:06.000000Z,1775061066.0,97.0,923627,75,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:07.000000Z,1775061067.0,98.0,951018,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:08.000000Z,1775061068.0,99.0,941007,80,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:09.000000Z,1775061069.0,100.0,948216,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:10.000000Z,1775061070.0,101.0,925857,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:11.000000Z,1775061071.0,102.0,933832,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:12.000000Z,1775061072.0,103.0,962556,76,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:14.000000Z,1775061074.0,105.0,1889392,155,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:15.000000Z,1775061075.0,106.0,1036001,80,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:16.000000Z,1775061076.0,107.0,960738,77,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:17.000000Z,1775061077.0,108.0,1049993,80,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:18.000000Z,1775061078.0,109.0,983444,81,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:19.000000Z,1775061079.0,110.0,982622,81,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:20.000000Z,1775061080.0,111.0,982993,82,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:21.000000Z,1775061081.0,112.0,1031936,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:22.000000Z,1775061082.0,113.0,969118,67,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:23.000000Z,1775061083.0,114.0,914019,74,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:24.000000Z,1775061084.0,115.0,975449,79,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:25.000000Z,1775061085.0,116.0,997275,72,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:26.000000Z,1775061086.0,117.0,1015325,65,0
S2,rayleigh_deep_fade,steady_impairment,2026-04-01T16:31:27.000000Z,1775061087.0,118.0,1144957,59,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:12.000000Z,1775118432.0,1.0,319,14,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:13.000000Z,1775118433.0,2.0,84,3,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:14.000000Z,1775118434.0,3.0,232404,18,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:15.000000Z,1775118435.0,4.0,3651631,57,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:18.000000Z,1775118438.0,7.0,44726615,78,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:19.000000Z,1775118439.0,8.0,25900000,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:20.000000Z,1775118440.0,9.0,16401386,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:21.000000Z,1775118441.0,10.0,6140901,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:22.000000Z,1775118442.0,11.0,25900000,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:23.000000Z,1775118443.0,12.0,25900000,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:24.000000Z,1775118444.0,13.0,28000000,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:25.000000Z,1775118445.0,14.0,21066713,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:26.000000Z,1775118446.0,15.0,25200000,36,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:27.000000Z,1775118447.0,16.0,28000000,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:28.000000Z,1775118448.0,17.0,22550291,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:29.000000Z,1775118449.0,18.0,3107474,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:30.000000Z,1775118450.0,19.0,17413472,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:31.000000Z,1775118451.0,20.0,27300000,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:32.000000Z,1775118452.0,21.0,13911250,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:33.000000Z,1775118453.0,22.0,24092622,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:35.000000Z,1775118455.0,24.0,20906062,78,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:36.000000Z,1775118456.0,25.0,2930864,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:37.000000Z,1775118457.0,26.0,22704859,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:38.000000Z,1775118458.0,27.0,20647190,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:39.000000Z,1775118459.0,28.0,20950151,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:40.000000Z,1775118460.0,29.0,27300000,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:41.000000Z,1775118461.0,30.0,29400000,42,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:42.000000Z,1775118462.0,31.0,25200000,36,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:43.000000Z,1775118463.0,32.0,24500000,35,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:44.000000Z,1775118464.0,33.0,27300000,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:45.000000Z,1775118465.0,34.0,23100000,33,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:46.000000Z,1775118466.0,35.0,16621281,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:47.000000Z,1775118467.0,36.0,26600000,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:48.000000Z,1775118468.0,37.0,27300000,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:49.000000Z,1775118469.0,38.0,26600000,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:51.000000Z,1775118471.0,40.0,53900000,77,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:52.000000Z,1775118472.0,41.0,16729511,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:53.000000Z,1775118473.0,42.0,22830676,36,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:54.000000Z,1775118474.0,43.0,26600000,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:55.000000Z,1775118475.0,44.0,23100000,33,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:56.000000Z,1775118476.0,45.0,30800000,44,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:57.000000Z,1775118477.0,46.0,28700000,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:58.000000Z,1775118478.0,47.0,7887051,42,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:27:59.000000Z,1775118479.0,48.0,2951747,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:00.000000Z,1775118480.0,49.0,2792904,42,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:01.000000Z,1775118481.0,50.0,2919574,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:02.000000Z,1775118482.0,51.0,3289472,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:03.000000Z,1775118483.0,52.0,9324215,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:04.000000Z,1775118484.0,53.0,21152842,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:05.000000Z,1775118485.0,54.0,11691403,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:07.000000Z,1775118487.0,56.0,61600000,88,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:08.000000Z,1775118488.0,57.0,14523805,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:09.000000Z,1775118489.0,58.0,21257960,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:10.000000Z,1775118490.0,59.0,28700000,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:11.000000Z,1775118491.0,60.0,28700000,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:12.000000Z,1775118492.0,61.0,26600000,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:13.000000Z,1775118493.0,62.0,27300000,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:14.000000Z,1775118494.0,63.0,28000000,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:15.000000Z,1775118495.0,64.0,15298668,42,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:16.000000Z,1775118496.0,65.0,4858612,36,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:17.000000Z,1775118497.0,66.0,25200000,36,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:18.000000Z,1775118498.0,67.0,28700000,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:19.000000Z,1775118499.0,68.0,27300000,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:20.000000Z,1775118500.0,69.0,7904362,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:21.000000Z,1775118501.0,70.0,4472165,40,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:23.000000Z,1775118503.0,72.0,7447651,76,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:24.000000Z,1775118504.0,73.0,27300000,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:25.000000Z,1775118505.0,74.0,20135422,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:26.000000Z,1775118506.0,75.0,25200000,36,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:27.000000Z,1775118507.0,76.0,18345755,41,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:28.000000Z,1775118508.0,77.0,2747292,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:29.000000Z,1775118509.0,78.0,3721464,39,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:30.000000Z,1775118510.0,79.0,9392622,16,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:31.000000Z,1775118511.0,80.0,21700000,31,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:32.000000Z,1775118512.0,81.0,30800000,44,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:33.000000Z,1775118513.0,82.0,21707669,35,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:34.000000Z,1775118514.0,83.0,14457609,38,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:35.000000Z,1775118515.0,84.0,25900000,37,0
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:36.000000Z,1775118516.0,85.0,21000000,30,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:20.000000Z,1775060000.0,0.0,38,2,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:21.000000Z,1775060001.0,1.0,296,9,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:22.000000Z,1775060002.0,2.0,0,1,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:52.000000Z,1775060032.0,32.0,4135,12,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:53.000000Z,1775060033.0,33.0,510,23,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:54.000000Z,1775060034.0,34.0,436,20,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:55.000000Z,1775060035.0,35.0,464,24,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:56.000000Z,1775060036.0,36.0,532,23,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:57.000000Z,1775060037.0,37.0,334,19,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:59.000000Z,1775060039.0,39.0,1160,60,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:00.000000Z,1775060040.0,40.0,594,31,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:01.000000Z,1775060041.0,41.0,634,26,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:02.000000Z,1775060042.0,42.0,566,31,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:03.000000Z,1775060043.0,43.0,566,29,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:04.000000Z,1775060044.0,44.0,594,33,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:05.000000Z,1775060045.0,45.0,408,20,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:06.000000Z,1775060046.0,46.0,566,26,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:07.000000Z,1775060047.0,47.0,436,25,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:08.000000Z,1775060048.0,48.0,724,39,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:09.000000Z,1775060049.0,49.0,408,22,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:10.000000Z,1775060050.0,50.0,588,31,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:11.000000Z,1775060051.0,51.0,594,33,0
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:12.000000Z,1775060052.0,52.0,594,37,0
