scenario_id,label,category,timestamp_utc,timestamp_unix,relative_s,avg_sinr,cnt_sinr,cnt_tx,cons_max,duUeIndex,harq_failure,max_sinr,min_sinr,succ_tx
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:24.000000Z,1775118504.0,73.0,33.58,390,390,3,0,0,65,-66,320
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:25.000000Z,1775118505.0,74.0,32.88,380,380,3,0,0,65,-66,291
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:26.000000Z,1775118506.0,75.0,29.24,387,387,3,0,0,65,-66,250
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:27.000000Z,1775118507.0,76.0,34.59,382,382,3,0,0,65,-28,366
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:28.000000Z,1775118508.0,77.0,34.44,351,351,0,0,0,65,-26,348
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:29.000000Z,1775118509.0,78.0,31.03,381,381,1,0,0,65,-29,363
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:30.000000Z,1775118510.0,79.0,36.86,329,329,4,0,24,65,-66,130
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:31.000000Z,1775118511.0,80.0,35.1,361,361,4,0,5,65,-66,211
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:32.000000Z,1775118512.0,81.0,28.02,454,454,4,0,2,65,-66,322
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:33.000000Z,1775118513.0,82.0,36.01,372,372,2,0,0,65,-25,343
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:34.000000Z,1775118514.0,83.0,33.14,377,377,4,0,1,65,-66,303
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:35.000000Z,1775118515.0,84.0,29.14,391,391,4,0,1,65,-66,264
T1,driveby_vehicular_epa,time_varying,2026-04-02T08:28:36.000000Z,1775118516.0,85.0,30.8,322,322,3,0,0,65,-66,214
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:20.000000Z,1775060000.0,0.0,58.5,4,4,1,0,0,65,52,2
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:21.000000Z,1775060001.0,1.0,31.04,28,28,4,0,2,65,1,9
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:22.000000Z,1775060002.0,2.0,40.55,11,11,4,0,2,65,4,1
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:52.000000Z,1775060032.0,32.0,3.36,28,28,4,0,2,65,-35,12
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:53.000000Z,1775060033.0,33.0,34.02,43,43,4,0,1,65,-26,23
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:54.000000Z,1775060034.0,34.0,26.66,50,50,4,0,3,65,-29,20
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:55.000000Z,1775060035.0,35.0,29.27,40,40,4,0,1,65,-36,24
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:56.000000Z,1775060036.0,36.0,39.79,38,38,3,0,0,65,-19,23
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:57.000000Z,1775060037.0,37.0,29.2,49,49,4,0,2,65,-28,19
T2,driveby_epa_interference,time_varying,2026-04-01T16:13:59.000000Z,1775060039.0,39.0,36.11,83,83,3,0,0,65,-27,60
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:00.000000Z,1775060040.0,40.0,35.7,46,46,3,0,0,65,-28,31
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:01.000000Z,1775060041.0,41.0,33.79,56,56,4,0,1,65,-26,26
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:02.000000Z,1775060042.0,42.0,40.97,34,34,2,0,0,65,38,31
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:03.000000Z,1775060043.0,43.0,33.67,45,45,4,0,1,65,-27,29
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:04.000000Z,1775060044.0,44.0,37.1,40,40,3,0,0,65,-26,33
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:05.000000Z,1775060045.0,45.0,36.36,47,47,4,0,1,65,-19,20
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:06.000000Z,1775060046.0,46.0,32.1,49,49,3,0,0,65,-28,26
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:07.000000Z,1775060047.0,47.0,29.32,50,50,3,0,0,65,-26,25
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:08.000000Z,1775060048.0,48.0,40.0,39,39,0,0,0,42,38,39
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:09.000000Z,1775060049.0,49.0,47.59,32,32,4,0,2,65,38,22
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:10.000000Z,1775060050.0,50.0,42.32,34,34,2,0,0,65,39,31
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:11.000000Z,1775060051.0,51.0,36.63,41,41,4,0,1,65,-25,33
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:12.000000Z,1775060052.0,52.0,36.21,39,39,0,0,0,43,-29,37
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:13.000000Z,1775060053.0,53.0,41.16,37,37,1,0,0,65,36,35
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:15.000000Z,1775060055.0,55.0,34.49,85,85,3,0,0,65,-26,53
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:16.000000Z,1775060056.0,56.0,35.98,47,47,4,0,1,65,-19,29
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:17.000000Z,1775060057.0,57.0,28.88,50,50,3,0,0,43,-25,24
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:18.000000Z,1775060058.0,58.0,35.85,39,39,2,0,0,65,-26,30
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:19.000000Z,1775060059.0,59.0,43.49,39,39,2,0,0,65,38,34
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:20.000000Z,1775060060.0,60.0,35.52,44,44,3,0,0,65,-29,32
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:21.000000Z,1775060061.0,61.0,36.68,44,44,4,0,1,65,-28,24
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:22.000000Z,1775060062.0,62.0,33.24,49,49,3,0,0,65,-28,25
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:23.000000Z,1775060063.0,63.0,33.26,43,43,3,0,0,65,-26,24
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:24.000000Z,1775060064.0,64.0,32.83,48,48,4,0,1,65,-26,28
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:25.000000Z,1775060065.0,65.0,35.04,46,46,3,0,0,65,-19,29
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:26.000000Z,1775060066.0,66.0,31.07,45,45,3,0,0,65,-29,25
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:27.000000Z,1775060067.0,67.0,25.3,54,54,4,0,1,65,-30,22
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:28.000000Z,1775060068.0,68.0,39.31,42,42,2,0,0,65,-19,37
T2,driveby_epa_interference,time_varying,2026-04-01T16:14:29.000000Z,1775060069.0,69.0,0.0,0,0,0,0,0,-32768,32767,0
