scenario_id,label,category,timestamp_utc,timestamp_unix,relative_s,avg_mcs,cell_id,cons_retx_max,duUeIndex,max_nof_harq_retxs,mcs_count,mcs_max,mcs_min,stream_id
B1,baseline_indoor_los,baseline,2026-04-01T16:06:42.000000Z,1775059602.0,66.0,27.98,0,0,0,4,13189,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:43.000000Z,1775059603.0,67.0,27.68,0,0,0,4,35663,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:43.000000Z,1775059603.0,67.0,27.98,0,0,0,4,13393,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:44.000000Z,1775059604.0,68.0,27.68,0,0,0,4,36209,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:44.000000Z,1775059604.0,68.0,27.98,0,0,0,4,13610,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:45.000000Z,1775059605.0,69.0,27.68,0,0,0,4,36759,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:45.000000Z,1775059605.0,69.0,27.98,0,0,0,4,13801,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:46.000000Z,1775059606.0,70.0,27.68,0,0,0,4,37316,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:46.000000Z,1775059606.0,70.0,27.98,0,0,0,4,13992,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:47.000000Z,1775059607.0,71.0,27.68,0,0,0,4,37881,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:47.000000Z,1775059607.0,71.0,27.98,0,0,0,4,14187,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:49.000000Z,1775059609.0,73.0,27.68,0,0,0,4,38441,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:49.000000Z,1775059609.0,73.0,27.99,0,0,0,4,14399,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:50.000000Z,1775059610.0,74.0,27.68,0,0,0,4,39001,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:50.000000Z,1775059610.0,74.0,27.99,0,0,0,4,14600,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:51.000000Z,1775059611.0,75.0,27.68,0,0,0,4,39545,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:51.000000Z,1775059611.0,75.0,27.99,0,0,0,4,14804,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:53.000000Z,1775059613.0,77.0,27.68,0,0,0,4,40647,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:53.000000Z,1775059613.0,77.0,27.99,0,0,0,4,15218,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:54.000000Z,1775059614.0,78.0,27.68,0,0,0,4,41197,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:54.000000Z,1775059614.0,78.0,27.99,0,0,0,4,15433,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:55.000000Z,1775059615.0,79.0,27.68,0,0,0,4,41743,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
B1,baseline_indoor_los,baseline,2026-04-01T16:06:55.000000Z,1775059615.0,79.0,27.99,0,0,0,4,15633,28,0,001012d1-75d3-e185-7e02-3e162a440fdb
B1,baseline_indoor_los,baseline,2026-04-01T16:06:56.000000Z,1775059616.0,80.0,27.68,0,0,0,4,42296,28,0,00101a85-7541-ec24-90c9-4e1ae9d5f08e
